journal_name,category,if_2023,if_2022,涨跌分值
IEEE Transactions on Cybernetics,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1); COMPUTER SCIENCE, CYBERNETICS - SCIE(Q1); AUTOMATION & CONTROL SYSTEMS - SCIE(Q1)",11.8,19.12,-7.318
ACM Transactions on Storage,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(Q4); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q4)",1.7,1.23,0.471
Diving and Hyperbaric Medicine,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4)",0.9,1.23,-0.328
General Thoracic and Cardiovascular Surgery,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q4); SURGERY - SCIE(Q4),1.2,1.23,-0.027
ANIMAL BIOLOGY,ZOOLOGY - SCIE(Q3),1.2,1.23,-0.027
INTERNATIONAL INTERACTIONS,INTERNATIONAL RELATIONS - SSCI(Q3),#N/A,1.23,#N/A
Holistic Nursing Practice,NURSING - SCIE(Q4); INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE(Q4); NURSING - SSCI(Q4),1.3,1.23,0.074
JOURNAL OF OBSTETRICS AND GYNAECOLOGY,OBSTETRICS & GYNECOLOGY - SCIE(Q4),1.3,1.23,0.074
Iranian Journal of Veterinary Research,VETERINARY SCIENCES - SCIE(Q3),1.2,1.23,-0.026
EAST EUROPEAN POLITICS AND SOCIETIES,AREA STUDIES - SSCI(Q2); POLITICAL SCIENCE - SSCI(Q3),#N/A,1.23,#N/A
Electronic Journal of Statistics,STATISTICS & PROBABILITY - SCIE(Q3),1.1,1.23,-0.125
JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,"STATISTICS & PROBABILITY - SCIE(Q3); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4)",1.2,1.23,-0.025
AUSTRALIAN JOURNAL OF CHEMISTRY,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4)",1.1,1.22,-0.124
ICHTHYOLOGICAL RESEARCH,ZOOLOGY - SCIE(Q3); FISHERIES - SCIE(Q4); MARINE & FRESHWATER BIOLOGY - SCIE(Q4),1.2,1.22,-0.023
Seminars in Vascular Surgery,SURGERY - SCIE(Q4); PERIPHERAL VASCULAR DISEASE - SCIE(Q4),2.5,1.22,1.278
Wound Management & Prevention,NURSING - SCIE(Q4); DERMATOLOGY - SCIE(Q4); NURSING - SSCI(Q4),1.2,1.22,-0.022
JOURNAL OF APPLIED ICHTHYOLOGY,FISHERIES - SCIE(Q4); MARINE & FRESHWATER BIOLOGY - SCIE(Q4),0.9,1.22,-0.322
Biodemography and Social Biology,"SOCIOLOGY - SSCI(Q3); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q4); DEMOGRAPHY - SSCI(Q4)",#N/A,1.22,#N/A
Interpreter and Translator Trainer,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q3),#N/A,1.22,#N/A
ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.2,1.22,-0.022
Law & Policy,LAW - SSCI(Q3),#N/A,1.22,#N/A
AERONAUTICAL JOURNAL,"ENGINEERING, AEROSPACE - SCIE(Q4)",1.4,1.22,0.178
Journal of Arthropod-Borne Diseases,"PARASITOLOGY - SCIE(Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4)",0.9,1.22,-0.321
Miskolc Mathematical Notes,MATHEMATICS - SCIE(Q2),0.9,1.22,-0.32
Revista Brasileira de Engenharia Agricola e Ambiental,AGRICULTURAL ENGINEERING - SCIE(Q4),1.2,1.22,-0.02
URSUS,ZOOLOGY - SCIE(Q3),1.3,1.22,0.081
Review of Keynesian Economics,ECONOMICS - SSCI(Q4),#N/A,1.22,#N/A
Mathematics and Financial Economics,"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q4); MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4); BUSINESS, FINANCE - SSCI(Q4); ECONOMICS - SSCI(Q4)",1.6,1.22,0.381
BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4)",1.2,1.22,-0.018
Pediatric Endocrinology Reviews PER,ENDOCRINOLOGY & METABOLISM - SCIE(Q4),#N/A,1.22,#N/A
JOURNAL OF SHELLFISH RESEARCH,FISHERIES - SCIE(Q4); MARINE & FRESHWATER BIOLOGY - SCIE(Q4),1.3,1.22,0.082
JOURNAL OF GENERAL PLANT PATHOLOGY,PLANT SCIENCES - SCIE(Q4),1.2,1.22,-0.017
Advances in Cognitive Psychology,"PSYCHOLOGY, EXPERIMENTAL - SSCI(Q4)",#N/A,1.22,#N/A
Iranian Journal of Parasitology,PARASITOLOGY - SCIE(Q4),0.9,1.22,-0.317
Revista de Educacion,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),#N/A,1.22,#N/A
Cancer Radiotherapie,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q4); ONCOLOGY - SCIE(Q4)",1.3,1.22,0.083
JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,"MATERIALS SCIENCE, CERAMICS - SCIE(Q3)",1.1,1.22,-0.117
European Journal of Industrial Engineering,"OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q4); ENGINEERING, INDUSTRIAL - SCIE(Q4)",1,1.22,-0.217
CRYPTOGAMIE ALGOLOGIE,MARINE & FRESHWATER BIOLOGY - SCIE(Q4); PLANT SCIENCES - SCIE(Q4),1.3,1.22,0.083
Review of Symbolic Logic,"PHILOSOPHY - AHCI(N/A); LOGIC - SCIE(Q1); MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",0.6,1.22,-0.617
Ensenanza de Las Ciencias,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),#N/A,1.22,#N/A
Journal of Sexual Aggression,CRIMINOLOGY & PENOLOGY - SSCI(Q4),#N/A,1.22,#N/A
Ginekologia Polska,OBSTETRICS & GYNECOLOGY - SCIE(Q4),1.3,1.22,0.084
INTERNATIONAL REVIEW OF LAW AND ECONOMICS,LAW - SSCI(Q3); ECONOMICS - SSCI(Q4),#N/A,1.22,#N/A
Brazilian Journal of Pharmaceutical Sciences,PHARMACOLOGY & PHARMACY - SCIE(Q4),1.3,1.21,0.086
SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q4)",1.6,1.21,0.386
Phonology,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q3),#N/A,1.21,#N/A
Hepatitis Monthly,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q4),0.6,1.21,-0.614
ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS,"MATHEMATICS, APPLIED - SCIE(Q3)",1.3,1.21,0.087
International Journal of Psychological Research,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q4)",#N/A,1.21,#N/A
CONTEMPORARY ECONOMIC POLICY,PUBLIC ADMINISTRATION - SSCI(Q4); ECONOMICS - SSCI(Q4),#N/A,1.21,#N/A
ARCTIC ANTHROPOLOGY,ANTHROPOLOGY - SSCI(Q3),#N/A,1.21,#N/A
COMBINATORICS PROBABILITY & COMPUTING,"MATHEMATICS - SCIE(Q2); COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q3); STATISTICS & PROBABILITY - SCIE(Q3)",0.9,1.21,-0.311
Australian Journal of Forensic Sciences,"MEDICINE, LEGAL - SCIE(Q4)",1,1.21,-0.21
Random Matrices-Theory and Applications,"PHYSICS, MATHEMATICAL - SCIE(Q3); STATISTICS & PROBABILITY - SCIE(Q3)",0.9,1.21,-0.309
CHELONIAN CONSERVATION AND BIOLOGY,ZOOLOGY - SCIE(Q3),0.7,1.21,-0.509
Journal of Rubber Research,POLYMER SCIENCE - SCIE(Q4),1.3,1.21,0.092
Nordic Psychology,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q4)",#N/A,1.21,#N/A
Journal of Contemporary European Studies,AREA STUDIES - SSCI(Q2); INTERNATIONAL RELATIONS - SSCI(Q4); POLITICAL SCIENCE - SSCI(Q4),#N/A,1.21,#N/A
JOURNAL OF TIME SERIES ANALYSIS,"STATISTICS & PROBABILITY - SCIE(Q3); MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4)",0.9,1.21,-0.308
Iranian Journal of Immunology,IMMUNOLOGY - SCIE(Q4),0.9,1.21,-0.306
Australian Journal of Advanced Nursing,NURSING - SCIE(Q4); NURSING - SSCI(Q4),1.4,1.21,0.194
Erwerbs-Obstbau,HORTICULTURE - SCIE(Q3),1.3,1.21,0.094
JOURNAL OF SCHOLARLY PUBLISHING,"HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A); INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q3)",#N/A,1.21,#N/A
Early Child Development and Care,"PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q4); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4)",#N/A,1.21,#N/A
CELLULAR AND MOLECULAR BIOLOGY,CELL BIOLOGY - SCIE(Q4); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4),1.6,1.21,0.394
INTERNATIONAL JOURNAL OF ACAROLOGY,ENTOMOLOGY - SCIE(Q3),1.1,1.21,-0.105
ACTA ZOOLOGICA,ANATOMY & MORPHOLOGY - SCIE(Q3); ZOOLOGY - SCIE(Q3),1.2,1.21,-0.005
Austral Entomology,ENTOMOLOGY - SCIE(Q3),1.6,1.21,0.395
TECHNOLOGY AND HEALTH CARE,"HEALTH CARE SCIENCES & SERVICES - SCIE(Q4); ENGINEERING, BIOMEDICAL - SCIE(Q4)",1.6,1.21,0.395
China Perspectives,AREA STUDIES - SSCI(Q2),#N/A,1.2,#N/A
Journal of Bioinformatics and Computational Biology,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q4),1,1.2,-0.204
EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,"PSYCHOLOGY, APPLIED - SSCI(Q4)",#N/A,1.2,#N/A
GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY,"GEOLOGY - SCIE(Q3); GEOGRAPHY, PHYSICAL - SCIE(Q4)",1.5,1.2,0.296
International Finance,"BUSINESS, FINANCE - SSCI(Q4); ECONOMICS - SSCI(Q4)",#N/A,1.2,#N/A
ELECTRONICS LETTERS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q4)",1.1,1.2,-0.102
Gravitation & Cosmology,ASTRONOMY & ASTROPHYSICS - SCIE(Q4),0.9,1.2,-0.302
JOURNAL OF ETHOLOGY,ZOOLOGY - SCIE(Q3); BEHAVIORAL SCIENCES - SCIE(Q4),0.9,1.2,-0.302
AMERICAN JOURNAL OF MEDICAL QUALITY,HEALTH CARE SCIENCES & SERVICES - SCIE(Q4),1.4,1.2,0.2
East Asian Science Technology and Society-An International Journal,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); ASIAN STUDIES - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q2); AREA STUDIES - SSCI(Q2),#N/A,1.2,#N/A
CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,"CHEMISTRY, PHYSICAL - SCIE(Q4); SPECTROSCOPY - SCIE(Q4); PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q4); INSTRUMENTS & INSTRUMENTATION - SCIE(Q4)",0.9,1.2,-0.3
Journal of Forensic Nursing,CRIMINOLOGY & PENOLOGY - SSCI(Q4); NURSING - SCIE(Q4); NURSING - SSCI(Q4),1,1.2,-0.2
HEC Forum,ETHICS - SSCI(Q3),#N/A,1.2,#N/A
GESUNDHEITSWESEN,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q4)",#N/A,1.2,#N/A
MATHEMATISCHE NACHRICHTEN,MATHEMATICS - SCIE(Q2),1,1.2,-0.199
International Journal of Aerospace Engineering,"ENGINEERING, AEROSPACE - SCIE(Q4)",1.4,1.2,0.202
CENTAURUS,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q2); HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q2),1.2,1.2,0.002
HAUTARZT,DERMATOLOGY - SCIE(Q4),#N/A,1.2,#N/A
RAFFLES BULLETIN OF ZOOLOGY,ZOOLOGY - SCIE(Q3),1.1,1.2,-0.098
RBGN-Revista Brasileira de Gestao de Negocios,BUSINESS - SSCI(Q4); MANAGEMENT - SSCI(Q4),#N/A,1.2,#N/A
MAMMALIA,ZOOLOGY - SCIE(Q3),1,1.2,-0.197
Banach Journal of Mathematical Analysis,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.2,1.2,0.003
ARDEA,ORNITHOLOGY - SCIE(Q2),0.4,1.2,-0.796
PHILOSOPHICAL MAGAZINE LETTERS,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q3); PHYSICS, CONDENSED MATTER - SCIE(Q4); PHYSICS, APPLIED - SCIE(Q4); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",1.2,1.2,0.005
FOLIA MORPHOLOGICA,ANATOMY & MORPHOLOGY - SCIE(Q4),1.2,1.2,0.005
HERPETOLOGICAL JOURNAL,ZOOLOGY - SCIE(Q3),1,1.19,-0.194
JOURNAL FRANCAIS D OPHTALMOLOGIE,OPHTHALMOLOGY - SCIE(Q4),1.2,1.19,0.006
ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS,ASTRONOMY & ASTROPHYSICS - SCIE(Q4),0.9,1.19,-0.294
QUANTUM ELECTRONICS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q4); PHYSICS, APPLIED - SCIE(Q4); QUANTUM SCIENCE & TECHNOLOGY - SCIE(Q4)",0.9,1.19,-0.294
NURSING ECONOMICS,NURSING - SCIE(Q4); NURSING - SSCI(Q4),1.2,1.19,0.007
JOURNAL OF SOCIAL SERVICE RESEARCH,SOCIAL WORK - SSCI(Q4),#N/A,1.19,#N/A
CHINESE JOURNAL OF ANALYTICAL CHEMISTRY,"CHEMISTRY, ANALYTICAL - SCIE(Q4)",1.2,1.19,0.007
HORTICULTURAL SCIENCE,HORTICULTURE - SCIE(Q3),1.2,1.19,0.008
INTERNATIONAL JOURNAL OF CAST METALS RESEARCH,METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q3),1.4,1.19,0.209
High Energy Density Physics,"PHYSICS, FLUIDS & PLASMAS - SCIE(Q4)",1.6,1.19,0.41
EDUCATION AND URBAN SOCIETY,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4); URBAN STUDIES - SSCI(Q4),#N/A,1.19,#N/A
History of the Family,HISTORY OF SOCIAL SCIENCES - SSCI(Q2); FAMILY STUDIES - SSCI(Q4),#N/A,1.19,#N/A
JOURNAL OF EDUCATIONAL MEASUREMENT,"PSYCHOLOGY, EDUCATIONAL - SSCI(Q4); PSYCHOLOGY, APPLIED - SSCI(Q4); PSYCHOLOGY, MATHEMATICAL - SSCI(Q4)",#N/A,1.19,#N/A
JOURNAL OF ADOLESCENT & ADULT LITERACY,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),#N/A,1.19,#N/A
SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,SOCIOLOGY - SSCI(Q4),#N/A,1.19,#N/A
COMPOST SCIENCE & UTILIZATION,ECOLOGY - SCIE(Q4); SOIL SCIENCE - SCIE(Q4),#N/A,1.19,#N/A
Ethics & International Affairs,ETHICS - SSCI(Q3); POLITICAL SCIENCE - SSCI(Q4); INTERNATIONAL RELATIONS - SSCI(Q4),#N/A,1.19,#N/A
VERHALTENSTHERAPIE,"PSYCHOLOGY, CLINICAL - SSCI(Q4); PSYCHIATRY - SCIE(Q4)",0.6,1.19,-0.586
WISCONSIN LAW REVIEW,LAW - SSCI(Q3),#N/A,1.19,#N/A
ANTHROPOLOGICAL SCIENCE,EVOLUTIONARY BIOLOGY - SCIE(Q4),0.7,1.19,-0.485
Advances in Applied Clifford Algebras,"MATHEMATICS, APPLIED - SCIE(Q3); PHYSICS, MATHEMATICAL - SCIE(Q3)",1.5,1.19,0.315
ACTA BIOTHEORETICA,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q4),1.3,1.19,0.115
Acta Crystallographica Section C-Structural Chemistry,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4); CRYSTALLOGRAPHY - SCIE(Q4)",0.8,1.18,-0.384
ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,"CHEMISTRY, ORGANIC - SCIE(Q4)",1.5,1.18,0.316
SOCIAL BEHAVIOR AND PERSONALITY,"PSYCHOLOGY, SOCIAL - SSCI(Q4)",#N/A,1.18,#N/A
Comparative Cytogenetics,ZOOLOGY - SCIE(Q3); PLANT SCIENCES - SCIE(Q4); GENETICS & HEREDITY - SCIE(Q4),1,1.18,-0.182
Milan Journal of Mathematics,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.7,1.18,0.518
Structural Engineering International,"CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q4); ENGINEERING, CIVIL - SCIE(Q4)",1.1,1.18,-0.082
Advances in Anatomy Embryology and Cell Biology,CELL BIOLOGY - SCIE(Q4); ANATOMY & MORPHOLOGY - SCIE(Q4),#N/A,1.18,#N/A
VITIS,HORTICULTURE - SCIE(Q3),1.1,1.18,-0.082
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,"MATHEMATICS, APPLIED - SCIE(Q3); AUTOMATION & CONTROL SYSTEMS - SCIE(Q4); OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q4)",2,1.18,0.818
ANNALS OF CLINICAL AND LABORATORY SCIENCE,MEDICAL LABORATORY TECHNOLOGY - SCIE(Q4),0.8,1.18,-0.38
ARCHIVES OF MECHANICS,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING - SCIE(Q4); MECHANICS - SCIE(Q4)",0.8,1.18,-0.38
EUROPE-ASIA STUDIES,AREA STUDIES - SSCI(Q2); ECONOMICS - SSCI(Q4); POLITICAL SCIENCE - SSCI(Q4),#N/A,1.18,#N/A
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,BIOLOGY - SCIE(Q4),1,1.18,-0.18
ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,STATISTICS & PROBABILITY - SCIE(Q3),1,1.18,-0.18
GLOBAL GOVERNANCE,INTERNATIONAL RELATIONS - SSCI(Q4),#N/A,1.18,#N/A
NEW GENERATION COMPUTING,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q3); COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(Q4)",2.6,1.18,1.42
JOURNAL OF SOCIAL WORK PRACTICE,SOCIAL WORK - SSCI(Q4),#N/A,1.18,#N/A
Journal of Ocean University of China,OCEANOGRAPHY - SCIE(Q4),1.6,1.18,0.421
British Journal of Music Education,MUSIC - AHCI(N/A); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),#N/A,1.18,#N/A
Journal of Nanophotonics,NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q4); OPTICS - SCIE(Q4),1.5,1.18,0.321
LINEAR & MULTILINEAR ALGEBRA,MATHEMATICS - SCIE(Q2),1.1,1.18,-0.078
BRYOLOGIST,PLANT SCIENCES - SCIE(Q4),0.9,1.18,-0.277
AUSTRALIAN MAMMALOGY,ZOOLOGY - SCIE(Q3),1.2,1.18,0.023
HELMINTHOLOGIA,ZOOLOGY - SCIE(Q3); PARASITOLOGY - SCIE(Q4),1,1.18,-0.176
Journal of Competition Law & Economics,LAW - SSCI(Q3); ECONOMICS - SSCI(Q4),#N/A,1.18,#N/A
DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,ENTOMOLOGY - SCIE(Q3),0.8,1.17,-0.374
Statistical Methods and Applications,STATISTICS & PROBABILITY - SCIE(Q3),1,1.17,-0.174
JOURNAL OF AFRICAN ECONOMIES,ECONOMICS - SSCI(Q4),#N/A,1.17,#N/A
OPHTHALMOLOGE,OPHTHALMOLOGY - SCIE(Q4),#N/A,1.17,#N/A
RETHINKING HISTORY,HISTORY - AHCI(N/A); HISTORY - SSCI(Q1),#N/A,1.17,#N/A
Biomedica,TROPICAL MEDICINE - SCIE(Q4),0.9,1.17,-0.273
OPEN ECONOMIES REVIEW,ECONOMICS - SSCI(Q4),#N/A,1.17,#N/A
ASTRONOMY REPORTS,ASTRONOMY & ASTROPHYSICS - SCIE(Q4),1,1.17,-0.172
Selecta Mathematica-New Series,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.4,1.17,0.228
Argumentation,PHILOSOPHY - AHCI(N/A); LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q3); COMMUNICATION - SSCI(Q4),#N/A,1.17,#N/A
JOURNAL OF CRANIOFACIAL SURGERY,SURGERY - SCIE(Q4),0.9,1.17,-0.272
AUSTRALIAN FEMINIST STUDIES,WOMENS STUDIES - SSCI(Q3),#N/A,1.17,#N/A
State Politics & Policy Quarterly,POLITICAL SCIENCE - SSCI(Q4),#N/A,1.17,#N/A
International Journal of Law in Context,LAW - SSCI(Q3),#N/A,1.17,#N/A
Computer Science and Information Systems,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q4); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q4)",1.4,1.17,0.23
JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY,ONCOLOGY - SCIE(Q4); HEMATOLOGY - SCIE(Q4); PEDIATRICS - SCIE(Q4),1.2,1.17,0.03
CURRENT SCIENCE,MULTIDISCIPLINARY SCIENCES - SCIE(Q3),1,1.17,-0.169
Nutricion Hospitalaria,NUTRITION & DIETETICS - SCIE(Q4),1.2,1.17,0.031
International Food Research Journal,FOOD SCIENCE & TECHNOLOGY - SCIE(Q4),0.8,1.17,-0.369
INFORMS Journal on Applied Analytics,OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q4); MANAGEMENT - SSCI(Q4),1.4,1.17,0.231
Evolution Equations and Control Theory,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.5,1.17,0.331
EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,"PHYSICS, APPLIED - SCIE(Q4)",1,1.17,-0.168
BIRD STUDY,ORNITHOLOGY - SCIE(Q2),0.7,1.17,-0.468
CULTURE & PSYCHOLOGY,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q4)",#N/A,1.17,#N/A
OCEANIA,ANTHROPOLOGY - SSCI(Q3),#N/A,1.17,#N/A
INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1,1.17,-0.167
INVERTEBRATE REPRODUCTION & DEVELOPMENT,ZOOLOGY - SCIE(Q3); REPRODUCTIVE BIOLOGY - SCIE(Q4),0.8,1.17,-0.367
Journal of Micro-Nanolithography MEMS and MOEMS,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4); OPTICS - SCIE(Q4); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q4); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q4)",2,1.17,0.833
Celebrity Studies,CULTURAL STUDIES - AHCI(N/A); CULTURAL STUDIES - SSCI(Q2),#N/A,1.17,#N/A
FORESTRY CHRONICLE,FORESTRY - SCIE(Q3),0.6,1.17,-0.567
FOLIA BIOLOGICA,BIOLOGY - SCIE(Q4); ONCOLOGY - SCIE(Q4),0.6,1.17,-0.567
Archives of Disease in Childhood-Education and Practice Edition,PEDIATRICS - SCIE(Q4),1,1.17,-0.167
LINGUISTICS AND PHILOSOPHY,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q3),#N/A,1.17,#N/A
Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q4)",1.1,1.17,-0.067
FUNDAMENTA INFORMATICAE,"MATHEMATICS, APPLIED - SCIE(Q3); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q4)",0.8,1.17,-0.366
RICERCHE DI MATEMATICA,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.2,1.17,0.034
PEDIATRIC NEUROSURGERY,SURGERY - SCIE(Q4); PEDIATRICS - SCIE(Q4); CLINICAL NEUROLOGY - SCIE(Q4),0.7,1.17,-0.465
Zeitschrift fur Erziehungswissenschaft,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),#N/A,1.17,#N/A
Journal of Disability Policy Studies,REHABILITATION - SSCI(Q4),#N/A,1.16,#N/A
JAVNOST-THE PUBLIC,COMMUNICATION - SSCI(Q4),#N/A,1.16,#N/A
International Politics,POLITICAL SCIENCE - SSCI(Q4); INTERNATIONAL RELATIONS - SSCI(Q4),#N/A,1.16,#N/A
International Journal of Music Education,MUSIC - AHCI(N/A); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),#N/A,1.16,#N/A
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,"PHYSICS, MATHEMATICAL - SCIE(Q3); MATHEMATICS, APPLIED - SCIE(Q3)",0.7,1.16,-0.463
COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,STATISTICS & PROBABILITY - SCIE(Q3),0.9,1.16,-0.262
University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics,"MATHEMATICS, APPLIED - SCIE(Q3); PHYSICS, MULTIDISCIPLINARY - SCIE(Q4)",1.1,1.16,-0.06
AMERICAN JOURNAL OF FAMILY THERAPY,"FAMILY STUDIES - SSCI(Q4); PSYCHOLOGY, CLINICAL - SSCI(Q4)",#N/A,1.16,#N/A
Gastroenterology Nursing,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q4); NURSING - SSCI(Q4); NURSING - SCIE(Q4),0.8,1.16,-0.359
Science China-Mathematics,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.4,1.16,0.243
English Today,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q3),#N/A,1.16,#N/A
SURVEY REVIEW,"REMOTE SENSING - SCIE(Q4); ENGINEERING, CIVIL - SCIE(Q4); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q4)",1.6,1.16,0.444
Integrative Psychological and Behavioral Science,"PSYCHOLOGY, BIOLOGICAL - SSCI(Q4)",#N/A,1.16,#N/A
FORDHAM LAW REVIEW,LAW - SSCI(Q3),#N/A,1.16,#N/A
NATURAL LANGUAGE & LINGUISTIC THEORY,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q3),#N/A,1.16,#N/A
